RUT_DV,Razón social,Tramo según ventas,Número de trabajadores,Tipo de contribuyente,Actividad económica,Región,Segmento,Scored,score,vertical,pain_point,reasoning,num_hijos,num_padres,Nombre_Fantasia,Sitio_Web,Confianza_Lookup
78768630-3,WOLF Y COMPANIA LIMITADA,8,131,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,VIII REGION DEL BIO BIO,Mining / Energía,False,,,,,,,,,
78769930-8,COMERCIAL ALLEN LIMITADA,8,16,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE METALES Y MINERALES METALIFEROS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78771490-0,TRANSPORTES SIMUNOVIC LTDA,11,174,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78771600-8,SOC CONSTRUCTORA ATENAS Y CIA LTDA,10,126,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78772100-1,PHONEMARKET S.A.,11,64,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78773720-K,INVERSIONES ANTALIS HOLDINGS SPA,10,60,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
78773970-9,REXIN SPA,9,59,PERSONA JURIDICA COMERCIAL,TRATAMIENTO Y ELIMINACION DE DESECHOS NO PELIGROSOS,X REGION LOS LAGOS,Mining / Energía,False,,,,,,,,,
78774260-2,MAESTRANZA MAKIMET LTDA,8,22,PERSONA JURIDICA COMERCIAL,"REPARACION DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y PARA LA CONSTRUCCION",I REGION DE TARAPACA,Mining / Energía,False,,,,,,,,,
78775410-4,TRANSPORTES MORROS LIMITADA,9,67,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
78777050-9,CONSTRUCTORA SALAS E HIJOS LIMITADA,9,109,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
78779450-5,SOCIEDAD TECNICA MINERA LIMITADA,10,36,PERSONA JURIDICA COMERCIAL,FABRICACION DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78780990-1,SOC FABRICA DE BOLSAS PLASTICAS JUNAPLAS LTDA,11,113,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE PLASTICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78781590-1,SOC DE TRANSP ARRENDAMIENTO Y SERV MECANICOS RATKO VULELIJA Y CIA LTDA,11,191,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,II REGION DE ANTOFAGASTA,Utilities / Infraestructura,False,,,,,,,,,
78781620-7,TRANSPORTADORA MARANDINO LIMITADA,9,74,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,II REGION DE ANTOFAGASTA,Utilities / Infraestructura,False,,,,,,,,,
78782450-1,EMPRESAS TAYLOR S.A.,10,89,PERSONA JURIDICA COMERCIAL,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",V REGION VALPARAISO,Financiero,False,,,,,,,,,
78782700-4,SOC DE TRANSPORTES ILZAUSPE LTDA,13,770,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Utilities / Infraestructura,False,,,,,,,,,
78782710-1,PRODUCTOS ALIMENTICIOS PARIS SPA,8,56,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
78783500-7,INDUSTRIAL AGRIFOR LIMITADA,11,190,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78785190-8,IBANEZ MANRIQUEZ LTDA,9,65,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78786160-1,CONSTRUCTORA EMARCO SPA,10,106,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78788250-1,INGESAT SPA,11,323,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78788940-9,TRANSPORTES LASAMA LIMITADA,10,83,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Utilities / Infraestructura,False,,,,,,,,,
78791070-K,SERGIO CORTES ALUCEMA E HIJO LTDA AGENTE ESTIBA Y DESESTIBA,11,135,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,II REGION DE ANTOFAGASTA,Utilities / Infraestructura,False,,,,,,,,,
78792250-3,SOC DE TRANSPORTES VALCAR Y COMPANIA LIMITADA,9,162,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XVI REGION DE ÑUBLE,Utilities / Infraestructura,False,,,,,,,,,
78792690-8,SOC JUAN CARLOS LATSAGUE HICKMANN Y COMPANIA LIMITADA,10,47,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78792980-K,SOC AGRICOLA FORESTAL COMERCIAL E INDUSTRIAL LOS ARRAYANES LTDA,9,44,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78793450-1,EUROAMERICA S.A.,11,58,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
78794060-9,MEGAMEDIA RADIO S.A.,11,103,PERSONA JURIDICA COMERCIAL,TRANSMISIONES DE RADIO,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78794710-7,TRANSPORTES CALLEGARI LIMITADA,11,115,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,IV REGION COQUIMBO,Utilities / Infraestructura,False,,,,,,,,,
78795310-7,SOC DE TRANSPORTES LOS ALERCES LIMITADA,8,17,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VIII REGION DEL BIO BIO,Utilities / Infraestructura,False,,,,,,,,,
78799910-7,CONSTRUCTORA AITUE SPA,11,405,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78801100-8,INDUSTRIAL Y COMERCIAL LOS ALAMOS LTDA,9,77,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78801250-0,EQUIPOS E INSTRUMENTOS CIENTIFICOS VILLNER LTDA,8,17,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES",XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78801490-2,ALBASINI E HIJOS LIMITADA,9,55,PERSONA JURIDICA COMERCIAL,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),III REGION DE ATACAMA,Manufactura / Retail,False,,,,,,,,,
78801520-8,CIA MINERA SAN GERONIMO,13,925,PERSONA JURIDICA COMERCIAL,EXTRACCION Y PROCESAMIENTO DE COBRE,IV REGION COQUIMBO,Mining / Energía,False,,,,,,,,,
78802550-5,CONSTRUCTORA LAGO RINIHUE LIMITADA,11,667,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO NO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78803130-0,MAGOTTEAUX ANDINO S.A.,13,212,PERSONA JURIDICA COMERCIAL,INDUSTRIAS BASICAS DE HIERRO Y ACERO,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78803490-3,HENKEL CHILE LIMITADA,13,198,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTRAS SUSTANCIAS QUIMICAS BASICAS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78804230-2,SOC CHAVEZ LIMITADA,8,47,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XV REGION ARICA Y PARINACOTA,Utilities / Infraestructura,False,,,,,,,,,
78804330-9,BERNAL Y COMPANIA LIMITADA,9,48,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,II REGION DE ANTOFAGASTA,Utilities / Infraestructura,False,,,,,,,,,
78812230-6,"SOCIEDAD COMERCIAL, CONSTRUCTORA E INMOBILIARIA BRAC SPA",9,77,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
78813100-3,LACTEOS TINGUIRIRICA S.A.,9,32,PERSONA JURIDICA COMERCIAL,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
78813340-5,FORESTAL ECO SUR S.A,8,98,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
78816930-2,REALICHILE SPA,11,179,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78817860-3,SOC CONSTRUCTORA HURTADO LIMITADA,10,238,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
78818030-6,ALIMENTOS FINOS RILA CHILE LIMITADA,8,33,PERSONA JURIDICA COMERCIAL,"ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS",XV REGION ARICA Y PARINACOTA,Manufactura / Retail,False,,,,,,,,,
78818920-6,EMPRESA DE TRANSPORTES Y SERVICIOS UNION LIMITADA,9,18,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
78821080-9,SOC DE TRANSPORTES GALO GARCIA Y COMPANIA LIMITADA,9,37,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78823220-9,SOC DE SERVICIOS E INGENIERIA ELECTROMECANICA LIMITADA,8,25,PERSONA JURIDICA COMERCIAL,"FABRICACION DE MOTORES, GENERADORES Y TRANSFORMADORES ELECTRICOS, APARATOS DE DISTRIBUCION Y CONTROL",II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
78823520-8,SERVIMAR SOCIEDAD ANONIMA,10,183,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
78827610-9,SANCHEZ DIAZ Y COMPANIA LIMITADA,8,27,PERSONA JURIDICA COMERCIAL,FABRICACION DE MUEBLES PRINCIPALMENTE DE MADERA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78827620-6,ACCO ELECTRICIDAD LIMITADA,8,13,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78828260-5,SOC COMERCIAL VASQUEZ Y CIA SPA,9,117,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
78830660-1,CEDRIC FERNANDEZ Y COMPANIA SPA,11,84,PERSONA JURIDICA COMERCIAL,EXPLOTACION DE OTRAS MINAS Y CANTERAS N.C.P.,II REGION DE ANTOFAGASTA,Mining / Energía,False,,,,,,,,,
78831530-9,HERMANOS ALVAREZ GORIGOITIA LTDA,8,23,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78831690-9,HUMBERTO MORALES Y CIA LIMITADA,10,99,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
78831740-9,EMPRESA CONSTRUCTORA HAGA CONSTRUCCIONES LIMITADA,8,34,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78833320-K,PINTURAS GAMMA COLOR LIMITADA,10,52,PERSONA JURIDICA COMERCIAL,"FABRICACION DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78837550-6,SERVICIOS MANTENCION Y TRANSPORTE LTDA,8,25,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS TIPOS DE EQUIPO DE TRANSPORTE N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78838690-7,SOC DE INGENIERIA ELECTRICA MATAQUITO LIMITADA,9,55,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
78840480-8,EUGENIO HITSCHFELD Y COMPANIA LIMITADA,8,28,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
78841220-7,SOC PESQUERA SAN FERNANDO LIMITADA,9,62,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE PRODUCTOS DEL MAR (PESCADOS, MARISCOS Y ALGAS)",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78841720-9,INGENIERIA Y CONSTRUCCION AFIN LTDA,12,803,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
78842890-1,ALEJANDRO PIZARRO Y COMPAÑIA SPA,9,70,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78842970-3,SEPULVEDA Y COMPANIA LIMITADA,11,431,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS,VIII REGION DEL BIO BIO,Utilities / Infraestructura,False,,,,,,,,,
78843530-4,SALAMANCA FOODS S A,10,48,PERSONA JURIDICA COMERCIAL,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78844090-1,COMERCIAL BLANCO Y COMPANIA LIMITADA,9,23,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78847370-2,CONSTRUCCIONES INMOBILIARIA E INGENIERIA EFESOL LIMITADA,8,47,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78847620-5,COMERCIAL PET FOOD LIMITADA,9,26,PERSONA JURIDICA COMERCIAL,ELABORACION DE PIENSOS PREPARADOS PARA ANIMALES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78849640-0,VALENZUELA Y CHAVEZ SPA,9,31,PERSONA JURIDICA COMERCIAL,"FABRICACION DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFUMES Y PREPARADOS DE TOCADOR",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78852480-3,PLASTICOS KENDY SPA,11,121,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE PLASTICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78853250-4,COMERCIAL DELMA LIMITADA,9,52,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78856680-8,SM CYCLO COMERCIALIZADORA DE MAQUINARIAS LTDA,11,89,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y CONSTRUCCION",XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78858060-6,INMOBILIARIA VALLE HERMOSO SPA,10,13,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,V REGION VALPARAISO,Financiero,False,,,,,,,,,
78861790-9,TRANSPORTES ANDINA REFRESCOS LTDA,13,1878,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78862540-5,CONSTRUCTORA GRUPO COLOSO LIMITADA,12,812,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78863600-8,SERVICIOS Y CONSTRUCCIONES SAN PABLO LIMITADA,8,41,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,III REGION DE ATACAMA,Manufactura / Retail,False,,,,,,,,,
78868860-1,PASTELERIA LA ABUELITA S A,9,105,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XVI REGION DE ÑUBLE,Manufactura / Retail,False,,,,,,,,,
78870840-8,COMERCIAL TRAHUEL LIMITADA,10,78,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
78872670-8,METALURGICA GAYMER SPA,8,17,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78876040-K,TRANSPORTES Y SERVICIOS MERCOSUR Y COMPANIA LIMITADA,11,178,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,II REGION DE ANTOFAGASTA,Utilities / Infraestructura,False,,,,,,,,,
78879500-9,SOC INVERSIONES SANTA CATALINA Y COMPANIA LIMITADA,8,21,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,IX REGION DE LA ARAUCANIA,Utilities / Infraestructura,False,,,,,,,,,
78880210-2,DAP HELICOPTEROS LIMITADA,9,12,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE PASAJEROS POR VIA AEREA,XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,Utilities / Infraestructura,False,,,,,,,,,
78880560-8,VPS S.A.,11,194,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78882400-9,LUIS ESTAY VALENZUELA Y COMPANIA LIMITADA,10,11,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78882560-9,TELECOMUNICACIONES Y ENERGIA WIRELESS ENERGY (CHILE) LIMITADA,8,47,PERSONA JURIDICA COMERCIAL,GENERACION DE ENERGIA ELECTRICA EN OTRAS CENTRALES N.C.P.,X REGION LOS LAGOS,Mining / Energía,False,,,,,,,,,
78887880-K,ECOKORP LTDA PRODUCTOS QUIMICOS,10,27,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
78888210-6,COMERCIAL LA LOMA DEL GANADO LTDA,8,14,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78889870-3,MINERA LEALTAD LIMITADA,8,15,PERSONA JURIDICA COMERCIAL,EXPLOTACION DE OTRAS MINAS Y CANTERAS N.C.P.,V REGION VALPARAISO,Mining / Energía,False,,,,,,,,,
78892050-4,MOLDURAS E INSUMOS LIMITADA,8,13,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78892390-2,SOC EXPLOTADORA DE ARIDOS ARIMIX LIMITADA,9,42,PERSONA JURIDICA COMERCIAL,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA",IX REGION DE LA ARAUCANIA,Mining / Energía,False,,,,,,,,,
78896470-6,CONSTRUCTORA LENTI LIMITADA,9,124,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO NO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78897150-8,TRANSPORTES SCHNEIDER Y CIA LTDA,8,24,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78897320-9,INDUSTRIAL Y COMERCIAL HOMECARE CHILE LTDA,8,14,PERSONA JURIDICA COMERCIAL,"FABRICACION DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFUMES Y PREPARADOS DE TOCADOR",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78897960-6,EMPRESA CONSTRUCTORA ALCALA LIMITADA,8,60,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78900660-1,GRASS Y ARUESTE SERVICIOS LIMITADA,9,65,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78901770-0,CONSTRUCTORA V&V SPA,9,14,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78902530-4,SOCIEDAD DE SERVICIOS Y TRANSPORTES PRAMAX SPA,11,37,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
78903590-3,SOC COMERCIAL E INDUSTRIAL MARIANO LIMITADA,8,30,PERSONA JURIDICA COMERCIAL,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA",V REGION VALPARAISO,Mining / Energía,False,,,,,,,,,
78904560-7,SOC DE TRANSPORTES LAGO COMO LIMITADA,9,13,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
78908420-3,ECRAL CLIMATIZACIONES LIMITADA,8,12,PERSONA JURIDICA COMERCIAL,"INSTALACIONES DE GASFITERIA, CALEFACCION Y AIRE ACONDICIONADO",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78909720-8,PARADA E HIJOS LIMITADA,8,16,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78913980-6,FABRICA DE PLASTICOS AMIRO SPA,8,32,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE PLASTICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78914200-9,HURST LABELING SYSTEMS LLC CHILE LIMITADA,10,75,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78914410-9,INGENIERIA Y CONSTRUCCION JAVIER VASQUEZ ARANGO Y COMPANIA LIMITADA,9,51,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78917880-1,TRANSPORTES M ROJAS LIMITADA,9,32,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
78919810-1,NOVA Y NOVA LIMITADA,8,196,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,VIII REGION DEL BIO BIO,Utilities / Infraestructura,False,,,,,,,,,
78920310-5,CONSTRUCTORA ARTIGAS LIMITADA,9,31,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78921060-8,SOC MAR MAU LIMITADA,10,137,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
