RUT_DV;Razón social;Tramo según ventas;Número de trabajadores;Tipo de contribuyente;Actividad económica;Región;Segmento;Scored;score;vertical;pain_point;reasoning;num_hijos;num_padres;Nombre_Fantasia;Sitio_Web;Confianza_Lookup
76002941-6;COMERCIAL SAN ANTONIO LIMITADA;8;33;PERSONA JURIDICA COMERCIAL;ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA;IX REGION DE LA ARAUCANIA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgo de proveedores en cadena de suministro de manufactura y distribución retail;Empresa mediana (33 trabajadores) en manufactura retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Dada su naturaleza de manufactura y retail, típicamente maneja entre 50-200 proveedores para operaciones de producción, distribución y abastecimiento (15 puntos). Sin señal externa documentada (N/A = 0 puntos). El tamaño mediano y giro sugieren necesidad moderada-alta de compliance en cadena de proveedores, justificando ICP potencial para Plutto.;0.0;0.0;;;
76002944-0;RAUL PARATORE Y COMPANIA LIMITADA;8;29;PERSONA JURIDICA COMERCIAL;INSTALACIONES ELECTRICAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de manufactura y distribución retail;La empresa es una mediana manufactura-retail con 29 trabajadores sin estructura de holding. No está sujeta a regulación de CMF, Sernageomin, SEC o CNE. Con 29 empleados y operaciones de manufactura-retail, probablemente maneja entre 50-200 proveedores (materias primas, logística, distribución). Sin señal externa reportada. El pain point principal es la debida diligencia y evaluación continua de proveedores en una cadena de suministro compleja.;0.0;0.0;;;
76002980-7;SOC COMERCIAL AMERICANOS LIMITADA;8;16;PERSONA JURIDICA COMERCIAL;VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS);X REGION LOS LAGOS;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores para asegurar cumplimiento normativo y mitigar exposición reputacional;La empresa es mediana (16 trabajadores) en manufactura retail sin estructura corporativa compleja. No está sujeta a regulación específica de CMF, Sernageomin, SEC o CNE (0 puntos). Dada su tamaño y giro, estima operación con 50-200 proveedores para manufacturing y distribución retail (15 puntos). Sin señal externa reportada (0 puntos). El pain point se centra en evaluación de proveedores, que es la core de Plutto.;0.0;0.0;;;
52000553-6;DISTRIBUIDORA DE ALIMENTOS JUAN AILLON E.I.R.L.;8;12;PERSONA JURIDICA COMERCIAL;VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS);VIII REGION DEL BIO BIO;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de alimentos para garantizar cumplimiento normativo y seguridad en la distribución;La empresa es una distribuidora de alimentos pequeña-mediana (12 trabajadores) sin estructura corporativa compleja. No está sujeta a regulación directa de CMF, Sernageomin, SEC o CNE. Como distribuidora retail con 12 empleados, probablemente gestiona entre 50-200 proveedores (15 puntos) para mantener su operación de distribución. No hay señal externa reportada (N/A = 0 puntos). El pain_point relevante es la necesidad de validar proveedores de alimentos cumpliendo normativas sanitarias y de calidad, aspecto crítico en este rubro que Plutto puede resolver mediante KYB y detección de riesgos.;0.0;0.0;;;
50777350-8;JOSE MIGUEL MENDIBURU GARCHITORENA Y COMPANIA LIMITADA;8;24;SIN PER. JURIDICA;ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA;XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de manufactura y distribución retail;Empresa mediana (24 trabajadores) en sector Manufactura Retail sin regulación específica de entidades como CMF, Sernageomin o CNE. No presenta señal externa relevante (N/A). Estimamos 50-200 proveedores típicos para una empresa de este tamaño en manufactura retail que requiere múltiples insumos y canales de distribución, asignando 15 puntos. El pain point principal es la debida diligencia y monitoreo continuo de proveedores y clientes en un ecosistema retail/manufacturero con riesgos operacionales y comerciales.;0.0;0.0;;;
52003634-2;VICTOR MANUEL DELGADO SANCHEZ PANADDERIA Y SUPERMERCADO E I R L;8;29;PERSONA JURIDICA COMERCIAL;ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA;VIII REGION DEL BIO BIO;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos de proveedores de insumos y productos para la panadería y supermercado, considerando cumplimiento normativo alimentario y confiabilidad comercial.;Empresa mediana (29 trabajadores) en sector Manufactura Retail sin regulación específica de entidades como CMF, Sernageomin o CNE. No hay señal externa reportada. Dada su naturaleza de panadería y supermercado, típicamente maneja entre 50-200 proveedores (alimentos, bebidas, artículos varios, insumos de producción), asignando 15 puntos. El pain point principal es la debida diligencia de proveedores en la cadena de suministro alimentaria, donde Plutto podría agregar valor evaluando riesgos y cumplimiento.;0.0;0.0;;;
52005413-8;ENRIQUE TRONCOSO INGENIERIA E.I.R.L.;8;21;PERSONA JURIDICA COMERCIAL;OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION;XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores para asegurar cumplimiento normativo y calidad operacional;ENRIQUE TRONCOSO INGENIERIA es una mediana empresa (21 trabajadores) en el sector Manufactura Retail sin regulación específica de entidades como CMF o Sernageomin. Como empresa de manufactura/retail de tamaño medio, probablemente maneja entre 50-200 proveedores en su cadena de suministro (15 puntos). Sin señal externa reportada (N/A = 0 puntos). El pain_point principal es la debida diligencia de proveedores, donde Plutto agrega valor mediante evaluación automatizada de riesgos y compliance en la red de abastecimiento.;0.0;0.0;;;
52004111-7;GORDON FISH SPA;9;36;PERSONA JURIDICA COMERCIAL;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.;V REGION VALPARAISO;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail;GORDON FISH SPA es una empresa mediana (36 trabajadores) en manufactura/retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). No presenta señal externa reportada. Por su tamaño y giro, se estima que maneja entre 50-200 proveedores típicos de operaciones de manufactura y distribución retail (puntuación 15). El pain point se centra en la evaluación de proveedores y detección de riesgos operacionales, que es el core value de Plutto para empresas de este perfil.;0.0;0.0;;;
52004143-5;LACTEOS CHAUQUEN SPA;8;15;PERSONA JURIDICA COMERCIAL;ELABORACION DE PRODUCTOS LACTEOS;XIV REGION DE LOS RIOS;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de alimentos y retail, asegurando cumplimiento normativo sanitario y comercial;Lacteos Chauquen es una empresa mediana (12 puntos) en sector manufactura retail de alimentos con 15 trabajadores. No está regulada por CMF, Sernageomin, SEC o CNE (0 puntos regulación). Por su tamaño y giro manufacturero-retail, probablemente maneja entre 50-200 proveedores principalmente de materias primas, insumos y distribución (15 puntos). Sin señal externa reportada (0 puntos). Como empresa de alimentos en retail, necesita validar proveedores y clientes para mitigar riesgos sanitarios, fraude y cumplimiento regulatorio local.;0.0;0.0;;;
76000090-6;CHILE MAQ RECABARREN LIMITADA;8;23;PERSONA JURIDICA COMERCIAL;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL;XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y retail, especialmente en cumplimiento normativo y debida diligencia de nuevos proveedores.;La empresa opera en manufactura/retail con 23 trabajadores (mediana empresa). No está regulada por entidades como CMF, Sernageomin, SEC o CNE (0 puntos regulación). Por su tamaño y giro, típicamente maneja entre 50-200 proveedores en operaciones de manufactura y distribución retail (15 puntos proveedores). No hay señal externa reportada (0 puntos señal). Como empresa manufacturera con componente retail, el principal pain point es la evaluación eficiente de proveedores y riesgos de compliance, donde Plutto agrega valor directo.;0.0;0.0;;;
76002432-5;COMERCIAL Y METALURGICA LLANQUIHUE LIMITADA;8;31;PERSONA JURIDICA COMERCIAL;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL;X REGION LOS LAGOS;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgo de proveedores en cadena de suministro de manufactura y retail;Empresa mediana (31 trabajadores) en manufactura/retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Por su tamaño y naturaleza operativa, estima entre 50-200 proveedores típicos para operaciones de manufactura y distribución retail (15 puntos). Sin señal externa reportada (N/A = 0 puntos). El pain point se enfoca en la necesidad crítica de empresas medianas de este rubro para evaluar y monitorear proveedores, mitigando riesgos de calidad, cumplimiento y continuidad operacional.;0.0;0.0;;;
59242910-1;SERVIZI ENERGIA ITALIA SPA, AGENCIA EN CHILE;9;12;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgo en cadena de proveedores internacionales y locales para operaciones de manufactura y distribución.;La empresa es una agencia chilena de manufactura/retail con 12 trabajadores (mediana empresa). No está regulada por CMF, Sernageomin, SEC o CNE dado su giro. Con 12 empleados y operaciones en manufactura/retail, se estima que maneja entre 50-200 proveedores (15 puntos), considerando que necesita abastecimiento de materias primas, insumos y logística de distribución. No hay señal externa reportada (N/A = 0 puntos). El pain point principal es la evaluación y monitoreo continuo de riesgos en su red de proveedores, especialmente siendo una agencia internacional.;0.0;0.0;;;
50112960-7;JURE ESGUEP LTDA;8;38;SIN PER. JURIDICA;FABRICACION DE CUERDAS, CORDELES, BRAMANTES Y REDES;XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de proveedores de manufactura y retail;JURE ESGUEP LTDA es una empresa mediana (38 trabajadores) en el sector Manufactura Retail sin estructura corporativa compleja. No está sujeta a regulación específica de CMF, Sernageomin, SEC o CNE (puntuación regulación = 0). Dado el tamaño mediano y el giro de manufactura/retail, se estima que maneja entre 50-200 proveedores típicos para operaciones de este tipo (puntuación proveedores = 15). No hay señal externa reportada (N/A = 0). El potencial pain_point es la necesidad de realizar debida diligencia en proveedores, un caso de uso clave para Plutto en empresas medianas que requieren compliance sin estructura formal de compliance.;0.0;0.0;;;
59321980-1;EFBO LTD AGENCIA EN CHILE;8;11;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE EDIFICIOS PARA USO NO RESIDENCIAL;XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y retail, asegurando cumplimiento normativo y mitigación de riesgos operacionales.;EFBO LTD es una empresa mediana (12 puntos) en manufactura retail con 11 trabajadores. No está sujeta a reguladores específicos (CMF, Sernageomin, SEC, CNE) por su giro, por lo que regulación = 0. Dado su tamaño mediano y giro manufacturero-retail, típicamente maneja entre 50-200 proveedores para operaciones, asignando 15 puntos. No hay señal externa reportada (N/A), por lo que señal = 0. Como empresa de manufactura/retail, tiene potencial interés en Plutto para evaluar y monitorear proveedores y clientes.;0.0;0.0;;;
65023142-2;COOPERATIVA MULTIACTIVA DE TRANSPORTISTAS DE ANDACOLLO LIMITADA;8;37;ORG. SIN FINES DE LUCRO;PREPARACION DEL TERRENO;IV REGION COQUIMBO;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de transporte y logística, asegurando cumplimiento normativo de proveedores y colaboradores.;La empresa es una cooperativa de transportistas con 37 trabajadores (mediana) en la región de Coquimbo. No está bajo regulación de CMF, Sernageomin, SEC o CNE. Como cooperativa de transporte y manufactura retail, probablemente maneja entre 50-200 proveedores (contratistas, subcontratistas, proveedores logísticos). Sin señal externa reportada (N/A). El pain point principal es la debida diligencia de proveedores en el sector transporte, donde Plutto agrega valor evaluando riesgos de colaboradores y terceros.;0.0;0.0;;;
65033440-K;INSUMOS Y REPARACIONES AUTOMOTRICES F Y L LIMITADA;8;11;PERSONA JURIDICA COMERCIAL;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de insumos y repuestos automotrices, asegurando cumplimiento normativo y calidad de proveedores.;La empresa es una pequeña-mediana (11 trabajadores, tramo SII 8) dedicada a manufactura y retail de insumos automotrices. No está regulada por entidades financieras, mineras o energéticas (0 puntos regulación). Como distribuidor/retailer automotriz, probablemente maneja entre 50-200 proveedores de insumos y repuestos (15 puntos proveedores). Sin señal externa reportada (0 puntos señal). El principal pain_point es la debida diligencia en proveedores, crítica en retail automotriz para evitar riesgos de calidad y cumplimiento.;0.0;0.0;;;
70002640-K;COOP DE CONSUMO LA PATRIA LTDA;8;24;ORG. SIN FINES DE LUCRO;VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS);XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgo en cadena de proveedores para asegurar cumplimiento normativo y calidad en operaciones de manufactura y retail;Empresa mediana (24 trabajadores) en sector Manufactura Retail sin regulación específica de organismos como CMF, Sernageomin, SEC o CNE (0 puntos). Por su tamaño e industria, probablemente maneja entre 50-200 proveedores en su cadena de suministro (15 puntos). Sin señal externa reportada (0 puntos). El principal pain_point es la necesidad de evaluar y monitorear proveedores y colaboradores para mitigar riesgos operacionales y de compliance, que es exactamente lo que Plutto soluciona en el segmento B2B.;0.0;0.0;;;
